My Bloody Valentine,1981,2.9939984996249063,1334
Silkwood,1983,3.729331339457381,18725
Scandal,1989,3.0338119499768412,2160
Rambo: First Blood Part II,1985,3.432952182952183,19241
Nighthawks,1981,3.3707345286292654,1730
Fatal Beauty,1987,2.630391506303915,3015
Richard Pryor: Live on the Sunset Strip,1982,3.9169572798605055,4589
Fame,1980,3.556332803391627,9436
Smokey and the Bandit Part 3,1983,3.242424242424242,1354
Missing in Action 2: The Beginning / Missing in Action 3: Braddock,1985,3.0574662603395732,2298
Airplane II: The Sequel,1982,3.346466718540001,14138
The Deer Hunter,1978,3.8931820101945984,35510
Gross Anatomy,1989,3.182676848874598,4977
Led Zeppelin: The Song Remains the Same,1976,3.6783725910064238,2336
Charlotte's Web,1973,3.9115765617575025,27358
Herbie Rides Again,1974,3.7103700319780724,4379
The Final Countdown,1980,3.7114517583408477,5546
Parenthood,1989,3.7562770764429123,21468
Star 80,1983,2.972961186218927,2294
The Last Temptation of Christ,1988,3.4052908391553496,12740
The Onion Field,1979,3.538896276595745,3009
The Best of Designing Women,1986,3.411469534050179,1396
Crossroads,1986,3.737134909596662,1439
The Fan,1981,2.6905761159862647,5243
In the Realm of the Senses,1976,2.7483870967741937,3566
Rio Lobo,1970,3.8326563769293256,3694
Halloween 5: The Revenge of Michael Myers,1989,3.6346272335181764,3247
Wings of Desire,1987,3.7515798342929365,7122
Nightbreed,1990,3.4055299539170507,2822
Transformers: Season 3: Part 1,1986,3.9310580204778156,1466
Graveyard Shift,1990,2.8690787019768744,2682
Girls Just Want to Have Fun,1985,3.8146341463414632,3486
Mississippi Burning,1988,3.9341293689704253,25293
George Carlin: Personal Favorites,1990,3.963855421686747,2242
George Carlin: What Am I Doing in New Jersey?,1988,3.871331828442438,1773
Mrs. Soffel,1984,2.9611143354614047,1724
Monty Python's The Meaning of Life: Special Edition,1983,4.001485453425601,27602
Three Days of the Condor,1975,3.8006456288293036,15180
Young Einstein,1988,3.2800378429517503,1058
Solaris,1972,3.2443123938879457,5891
Predator 2,1990,3.1957505773672055,10826
The In-Laws,1979,3.4811494252873563,4351
The Autobiography of Miss Jane Pittman,1973,3.9838788470933073,2048
THX 1138: Special Edition,1971,3.0756200846944948,8266
Jo Jo Dancer,1986,3.0140081337550835,2214
Blue Planet: IMAX,1990,3.4481246955674623,2054
Sea of Love,1989,3.502565154935358,9747
Firestarter,1984,3.572698036560596,11817
Christmas with The Simpsons,1989,4.150783289817232,1533
Stir Crazy,1980,3.497849697499818,13720
The Last Dragon,1985,3.5402160864345738,4166
Mystery Science Theater 3000: The Hellcats,1990,3.720064724919094,1237
Matewan,1987,3.872118959107807,4036
The Last House on the Left,1972,2.750418200066912,2990
Hellbound: Hellraiser II,1988,3.383134738771769,7638
Police Academy 3: Back in Training,1986,3.493881546744983,4087
Major League,1989,3.6400465356773526,38681
Roger & Me,1989,3.84381315966764,26719
Bagdad Cafe,1988,3.8390778871978513,4469
Dead Ringers,1988,3.4058078927773643,2687
Ernest Goes to Jail,1990,2.2354009077155825,3306
The Lonely Guy,1984,3.1969548133595285,2037
Music Box,1989,3.5009920634920637,1009
The Poseidon Adventure,1972,3.4907275320970044,11918
Jaws,1975,3.8860085139890255,81279
My Bodyguard,1980,3.5470103092783507,4851
Logan's Run,1976,3.473859844271413,14385
Bill Cosby: Himself,1983,4.1091621253406,5873
Mannequin,1987,3.2011961355620304,19564
All in the Family: Season 3,1972,3.9340836012861735,1245
Mr. & Mrs. Bridge,1990,3.264571054354944,1528
Back to the Future Part III,1990,3.8919123505976096,25101
Creepshow,1982,3.4597327555074036,11077
The Jewel in the Crown,1984,3.9880281690140844,1421
Dersu Uzala,1975,3.939197405755979,2468
Sense and Sensibility,1981,4.191339010690342,11039
The Cowboys,1972,3.9344605475040257,6211
Children of the Corn,1984,3.2199501999547273,13254
All the Right Moves,1983,3.2942568830198082,8028
The Simpsons: Season 1,1989,4.285617955880936,20763
Cloak & Dagger,1984,3.7223029950567024,3440
Silver Bullet,1985,3.4066077003121746,7689
Attack of the Killer Tomatoes,1978,2.846299810246679,1055
Outrageous Fortune,1987,3.294202599546111,4848
For Keeps,1988,3.5557707203718047,2583
Annie: Special Anniversary Edition,1982,3.73800268570217,14150
The Duellists,1977,3.330214639515685,1818
Play it Again,1972,3.7512410369553226,5440
Superman: The Movie,1978,3.7582782404624937,34942
Harlem Nights,1989,3.3079260572296785,11848
Krull,1983,3.1303394135303626,8663
Cries and Whispers,1972,3.5874571288584027,2042
Runaway,1984,3.1026063100137176,3646
Moscow Does Not Believe in Tears,1980,3.7743506493506493,1233
Quest for Fire,1982,3.3181689742865217,3540
Polyester,1981,3.3360166190599845,3852
For Your Eyes Only,1981,3.846399670120097,19402
Magnum P.I.: Season 1,1980,3.8232662192393736,1789
2010: The Year We Make Contact,1984,3.502950005175448,9662
Repo Man,1984,3.4396436174406686,12684
Madonna: The Girlie Show: Live Down Under,1988,3.389054726368159,1006
National Lampoon's Vacation,1983,3.7706584852557112,78879
Zorro,1981,3.337117472852912,2027
Frenzy,1972,3.3861344537815126,2381
Seems Like Old Times,1980,3.5216540249571815,4088
Little House on the Prairie: Season 6,1979,4.080265848670757,1957
Summer of '42,1971,3.5457725947521865,3431
The Pope of Greenwich Village,1984,3.392857142857143,1933
Taxi: Season 1,1978,3.642413487133984,1128
The Story of O,1975,2.886872097931617,2370
Better Off Dead,1985,3.9058073110126292,39038
Dead Men Don't Wear Plaid,1982,3.242434375522488,5982
At Close Range,1984,3.4232933692194765,4088
Challenge of the Superfriends: Attack of the Legion of Doom,1978,3.3989155693261037,1292
Red Dwarf: Series 3,1988,4.175502742230347,2736
The Field,1990,3.331825890333522,1770
Look Who's Talking Too,1990,2.7568835282651074,32833
Strange Brew,1983,3.7071034482758622,14501
Scooby-Doo Meets Batman,1972,3.2227059611520428,2987
Return of the Dragon,1973,3.975325803649001,5756
Presumed Innocent,1990,3.7973582605161553,24606
Baby: Secret of the Lost Legend,1985,2.7037593984962407,1331
Funny Lady,1975,3.459507042253521,3977
Marathon Man,1976,3.7898540555711477,14253
Walking Tall,1973,3.5968201233981967,4215
1984,1984,3.4132316570486396,4853
My Dinner with Andre,1981,3.4617224880382773,4181
No Way Out,1987,3.7015337084850493,18127
21 Jump Street: Season 2,1987,3.7550872093023258,1377
Miss Marple: Collection 2,1987,4.019591141396933,1175
Amazon Women on the Moon,1987,3.14611671785871,2280
American Ninja,1985,3.049496644295302,1193
The Pirate Movie,1982,3.3438566552901023,1173
Black Adder,1983,3.7073743541568813,4259
Rocky V,1990,3.033659730722154,8171
Poltergeist,1982,3.8261550892485494,40842
Stephen King's It!,1990,3.556300149898598,11342
Shoot to Kill,1988,3.5964391691394657,3034
Very Natural Thing,1973,2.7881694644284574,1252
Nausicaa of the Valley of the Wind,1984,4.18954150434522,6675
The Journey of Natty Gann,1985,3.7557471264367814,1045
Aliens: Collector's Edition,1986,4.140838273817731,43519
On a Clear Day You Can See Forever,1970,3.597506678539626,1124
The Serpent and the Rainbow,1988,3.406032805115374,7195
The Dead Zone,1983,3.649531199482703,9280
Nine to Five,1980,3.487078330474557,52471
Talk Radio,1988,3.3299767621998453,2583
Yes,1986,3.938737040527804,1062
The Bad News Bears,1976,3.5444066020434897,19086
Friday the 13th: Part 3,1982,3.3385781990521326,5276
Lonesome Dove,1989,4.136212278876171,9611
Clash of the Titans,1981,3.6654022759033738,20037
Married... with Children: The Most Outrageous Episodes: Vol. 2,1987,3.8081662237255376,4140
Amarcord,1974,3.637181044957473,4116
The Warriors,1979,3.7985561248253377,8589
Beverly Hills Cop,1984,3.8244890690921047,73005
Sixteen Candles,1984,3.9861389471107507,65364
Murder on the Orient Express,1974,3.743782654127482,4786
The Lord of the Rings,1978,3.4759991541552124,4730
Into the Woods,1990,3.896185737976783,3016
All Creatures Great and Small: Series 1,1978,3.9381177481736143,2328
Dario Argento Collection: Vol. 1: Phenomena,1985,3.0897666068222622,1115
The Best Little Whorehouse in Texas,1982,3.551382113821138,6151
MASH: Season 7,1978,4.240995024875622,5026
Lethal Weapon,1987,3.9713169337696357,113378
Die Hard 2: Die Harder,1990,3.6600646404177746,62810
The Hollywood Knights,1980,3.289972899728997,1477
Magnum P.I.: Season 2,1981,3.853610286844708,1012
Le Cercle Rouge,1970,3.546721734641198,1938
Tin Men,1987,3.2812621737436696,5135
Casualties of War,1989,3.3307498546793255,5162
Death Wish,1974,3.461861340280793,6910
Cheech & Chong's Up in Smoke,1978,3.6405812324929974,22849
Star Trek: The Motion Picture,1979,3.4290525699223897,20488
28 Up,1985,3.994208494208494,1555
Hot Pursuit,1987,2.9472759226713534,1708
Pee-Wee's Playhouse: Vol. 1,1986,3.8652259332023577,2546
Urban Cowboy,1980,3.4632046653707302,10804
Eye of the Needle,1981,3.646514021095961,3888
The Amityville Horror,1979,3.448255114320096,11635
The Dresser,1983,3.7755834829443446,1115
Coming Out,1989,3.029220779220779,1541
The Winds of War,1983,3.9221668742216687,1607
Fright Night,1985,3.5001196458482893,8359
Omen III: The Final Conflict,1981,3.1816666666666666,3001
Tightrope,1984,3.5367782757711574,3794
K-9,1989,2.9793019997452554,15703
Kickboxer,1989,3.339966524084062,5378
Grease 2,1982,2.810419114766941,5107
The Color of Money,1986,3.526956833243776,22333
The Return of the King,1980,3.1911514463981847,1764
A Better Tomorrow II,1988,3.2993661628473916,2052
Eddie and the Cruisers,1983,3.5816831683168315,5657
The Hitchhiker's Guide to the Galaxy,1981,3.2433281004709578,5097
All Creatures Great and Small: Series 3,1980,4.157967988865693,1438
On Golden Pond,1981,3.745946376638381,50203
The Rookie,1990,3.205058428045462,6248
The Toxic Avenger,1985,3.0971102150537635,2977
Teen Wolf / Teen Wolf Too (Double Feature),1985,2.8807330646708884,10423
The Lair of the White Worm,1988,2.909264565425024,2095
Little House on the Prairie: Season 2,1975,3.9886497064579256,2556
Another Woman,1988,3.423110338835795,1152
Great Balls of Fire!,1989,3.2326972372543437,3512
Breathless,1983,2.7089864158829675,1915
Paper Moon,1973,3.7511092330445805,9467
Joe Versus the Volcano,1990,2.9434615384615386,13001
The Omen,1976,3.644342359767892,20681
Youngblood,1986,3.2849074364606214,3188
Fletch Lives,1989,3.5505059797608096,5436
Robin and Marian,1976,3.0305460099274533,2620
Alien: Collector's Edition,1979,4.110710161662817,48497
Critters,1986,2.916057533600566,4242
Little House on the Prairie: Season 3,1976,4.0465302847974325,2494
Cujo,1983,3.308666017526777,11298
Planes,1987,3.692385847477887,50197
This Is Spinal Tap,1984,3.8651486354326203,54194
V: The Complete TV Series,1983,3.88111067657411,2558
The Glass Menagerie,1973,3.68379705400982,3056
Spaced Invaders,1990,2.8693270735524257,1279
Punchline,1988,2.7544736842105264,3801
Arachnophobia,1990,3.248320781599837,9827
The Rocky Horror Picture Show,1975,3.5236364919212586,28347
Look Who's Talking,1989,3.147277828737927,37067
Best of The Muppet Show: Peter Sellers / John Cleese / Dudley Moore,1978,3.907179601878774,4472
Star Wars: Ewok Adventures: Caravan of Courage / The Battle for Endor,1985,3.2905982905982905,1522
Northern Exposure: Season 1,1990,4.091503267973856,5203
Runaway Train,1985,3.209813874788494,2956
Sisters,1973,3.031015037593985,1065
When Harry Met Sally,1989,4.0334391929759015,80296
Frances,1982,3.5406195207481006,5134
Freaky Friday,1976,3.702824858757062,7966
The Hitcher,1984,3.509833134684148,6713
The Golden Girls: Season 1,1985,3.887605369965657,3204
Saturday the 14th,1981,2.57116953762466,1104
The Longest Yard,1974,3.68601255204126,16094
Back to School,1986,3.541621537985456,12927
Top Secret!,1984,3.564028776978417,13206
Pink Floyd: Live at Pompeii: Director's Cut,1974,3.806663301362948,1982
Gus,1976,3.298292902066487,1114
D.A.R.Y.L.,1985,3.628957973517559,3475
Silent Rage,1982,3.1557296767874634,1022
Maid to Order,1987,2.982043454839289,5570
Joe Kidd,1972,3.5812445980985306,4629
The Wind and the Lion,1975,3.531055900621118,1933
The Accidental Tourist,1988,3.345729227193492,5164
The Last Metro,1980,3.569300518134715,1545
Gremlins 2: The New Batch,1990,3.03388176240937,7173
Two Mules for Sister Sara,1970,3.665193212605162,7014
Baby Boom,1987,3.525561797752809,14241
The Big Red One: Special Edition,1980,3.4880644233534657,3478
Heathers,1989,3.6953328003198083,40025
10,1979,3.127637987012987,4929
Moonstruck,1987,3.6615214072075464,47812
My Favorite Year,1982,3.6835175170467904,4254
Coffy,1973,3.36639526276832,1352
The January Man,1989,2.9176954732510287,1702
Westworld,1973,3.4716591819395557,8240
Cocoon,1985,3.708896489888088,30114
Upstairs,1973,4.142226581657676,2040
The Four Seasons,1981,3.6493594066082267,1484
Cousins,1989,3.11030428769018,2893
The Simpsons: Treehouse of Horror,1990,4.386773547094188,15470
The Fabulous Baker Boys,1989,3.3291155098972687,7983
Escape from Alcatraz,1979,3.8026284462644635,21002
On Any Sunday,1971,3.6201923076923075,1041
The Way We Were,1973,3.6176534492123844,18411
Sanford and Son: Season 4,1972,3.9118150684931505,1169
Murphy's Romance,1985,3.697506644728515,7902
Rollerball,1975,3.1280436607892526,4765
Red Sonja,1985,3.174421696357352,3762
Birdy,1984,3.542666261767385,3294
Three Men and a Little Lady,1990,3.1914315139031926,24276
Damien: Omen II,1978,3.3803324654516325,4994
Ghost,1990,3.649245741373836,135432
Prick Up Your Ears,1987,3.4620135886349597,1620
Starman,1984,3.5899395754790064,19364
For Pete's Sake,1974,2.8627737226277374,1371
The Hunger,1983,3.3126323218066336,2835
Yes,1980,3.869275603663614,1202
Dirty Rotten Scoundrels,1988,3.5809085410926684,29763
Evil Dead 2: Dead by Dawn,1987,3.7243833968317626,19949
Desert Hearts,1985,3.3910991233985164,1484
Children of a Lesser God,1986,3.706276493914946,14627
A Nightmare on Elm Street 3: Dream Warriors,1987,3.2803542519760023,10502
Enemies,1989,3.020217729393468,1287
The Enforcer,1976,3.799285953363829,8964
The Grifters,1990,3.476910962371337,17780
The Blob,1988,2.9945186707776634,2920
Everybody's All American,1988,3.2191235059760954,1758
Cry Freedom,1987,3.8953344343517755,4845
Flight of the Navigator,1986,3.82727033082905,15175
The Godfather,1974,4.404083000530623,71615
Action Jackson,1988,2.5404907975460125,3261
Bad Influence,1990,3.21280276816609,1735
All of Me,1984,3.534558823529412,10881
Mighty Quinn,1989,3.212063004225893,2604
Bananas,1971,3.5793443574122423,6895
The Tall Guy,1990,2.7270531400966185,1243
The Day of the Jackal,1973,3.794472084024323,9046
Extreme Prejudice,1987,3.0194174757281553,1443
Shaka Zulu,1986,3.7641311933007677,1434
Saved by the Bell: Season 1,1989,3.5547801814375437,2867
Once Bitten,1985,2.965544244322631,6386
The Apple Dumpling Gang Rides Again,1979,3.713291139240506,3161
Masters of the Universe,1987,2.761888111888112,2861
The Return of Martin Guerre,1982,3.766153846153846,1626
Tampopo,1986,3.9425142135186353,4750
State of Grace,1990,3.4591866166714738,3468
Narrow Margin,1990,3.5285171102661597,2894
Time Bandits,1981,3.658130864096366,24408
Halloween II,1981,3.273666384419983,11811
9 1/2 Weeks,1986,3.254369081530526,12990
Beaches,1988,3.6926129880438556,60472
History of the World: Part 1,1981,3.8072124821185005,30060
Pete's Dragon,1977,3.76054057858802,14208
Earth Girls Are Easy,1989,2.872014872014872,6994
My Neighbor Totoro,1988,4.238021935732153,5198
Elvira,1988,2.7573363431151243,2659
Walkabout,1971,3.5996592844974447,2936
Chocolat,1988,3.9385110844817257,13353
Suburbia,1983,3.351815181518152,1516
Bright Lights,1988,2.7732558139534884,1033
Who Framed Roger Rabbit?: Special Edition,1988,3.642530984996738,39859
War Games,1983,3.809830979015269,36742
Shanghai Surprise,1986,1.7625838926174497,1193
My Science Project,1985,3.5246338215712383,3005
Flowers in the Attic,1987,3.3556851311953353,3431
Commando,1985,3.389796120348377,20209
The Big Blue,1988,3.525281710488298,3462
The Seventh Sign,1988,3.5499522445081184,10471
Used Cars,1980,3.3257598111537328,3390
18 Again,1988,2.8036187113857016,2267
Good Guys Wear Black,1978,2.7101157523905384,1988
In Living Color: Season 2,1990,3.940675963129284,4232
Flatliners,1990,3.3608732710859712,51623
The Sting,1973,4.162278651918783,38515
Rooster Cogburn,1975,3.7062221055395117,7619
The Star Chamber,1983,3.3894839337877314,1028
The Clan of the Cave Bear,1986,2.8617795187465025,1788
Armed and Dangerous,1986,3.2259541984732825,4586
The Toy,1982,3.264101564675093,17960
Superman IV: The Quest for Peace,1987,2.761019649495486,7533
Aguirre: The Wrath of God,1972,3.645967534140685,3882
Punky Brewster: Season 1,1984,3.6840390879478826,1229
Summer Lovers,1982,2.9444444444444446,1387
Crocodile Dundee 2,1988,2.8787509313825104,14764
Thief,1981,3.338316958564716,2342
Police Academy: Special Edition,1984,3.472983763641203,15029
Joseph Campbell and The Power of Myth,1988,3.9743016759776535,1791
Cyborg,1989,2.861557177615572,4111
George Carlin: Carlin at Carnegie,1982,3.9217537942664418,2966
Police Academy 5: Assignment - Miami Beach,1988,3.4364844903988185,2709
Pretty Baby,1978,3.017780172413793,1857
Torch Song Trilogy,1988,3.907756433490395,5519
House of Cards Trilogy I: House of Cards,1990,4.02497073741709,2564
The Woman in Red,1984,2.9018026565464896,4217
The Long Walk Home,1990,3.708125115676476,5404
Silver Streak,1976,3.562766674152257,4454
Local Hero,1983,3.644070927225711,5415
Hair,1979,3.4410396716826264,3656
Le Mans,1971,3.223287671232877,1461
Innerspace,1987,3.4022674883567765,21258
Sleepaway Camp,1983,3.061224489795918,1716
My Tutor,1983,2.7877000842459982,1188
Monkey Shines,1988,3.0,1559
White Palace,1990,3.3005068790731356,1382
Parting Glances,1986,3.272173913043478,1151
Hard Times,1975,3.594059405940594,1112
Hidden Agenda,1990,2.8003237992444685,1854
She's Having A Baby,1988,3.1312508562816825,7300
Sunday in the Park with George,1986,3.433531746031746,1009
Hollywood Shuffle,1987,3.3296812749003983,3013
Salaam Bombay!,1988,3.828151260504202,2381
The Stuff,1985,2.9048387096774193,1241
The Kids in the Hall: Season 1,1989,4.048947849954255,4373
Hot Dog: The Movie,1984,2.868595041322314,1211
The Blues Brothers: Extended Cut,1980,4.286960132890365,7225
Cross of Iron,1977,3.3841761827079937,1227
Conan the Barbarian,1981,3.44632469592808,11347
Footloose: Special Collector's Edition,1984,3.653565831695729,40202
Opportunity Knocks,1990,3.1195965417867435,1389
Semi-Tough,1978,3.0882061446977205,1010
April Fool's Day,1986,3.1296879473232178,3494
The Main Event,1979,2.832558139534884,1506
Police Academy 2: Their First Assignment,1985,3.4878868258178604,5656
Gregory's Girl,1981,3.4344692005242465,1527
Code of Silence,1985,2.623717489859222,4192
Knight Rider: Season 1,1982,3.5577227200843438,1898
An Officer and a Gentleman,1982,3.8461109612444924,55606
The Ruling Class,1972,3.280436099333737,1652
The Last American Virgin,1982,3.100634249471459,2366
Network,1976,3.689880488878356,29538
Porky's,1981,3.292377831599943,35096
The Return of the Living Dead,1985,3.472233481961897,7402
A Nightmare on Elm Street,1984,3.3462269669494002,41029
Blame It on Rio,1984,3.0074102964118565,2565
The Two Jakes,1990,3.040334481062469,2034
Pelle the Conqueror,1987,3.747708250298924,2510
Ordinary People,1980,3.736853123429911,23885
Little House on the Prairie: Season 4,1977,4.033783783783784,2517
Shocker,1989,2.748117469879518,2657
Extremities,1986,3.271225332721432,2180
Bat 21,1988,3.614813535911602,5793
Dances With Wolves: Special Edition,1990,3.9439681351431517,70800
Laverne & Shirley: Season 1,1976,3.5602901178603807,1104
The Falcon and the Snowman,1985,3.4667937718462025,6295
Hearts and Minds,1974,3.914393226716839,2127
The Paper Chase,1973,3.6767017895969225,5980
Steel Magnolias,1989,3.857711377256776,106292
The Last Detail,1973,3.635799522673031,4191
D.O.A.,1988,3.3155650319829424,3753
Doctor Who: The Stones of Blood,1978,3.7220921155347386,1282
Gandhi,1982,4.146188769414576,41851
Dressed to Kill,1980,3.4326012492444087,4964
Rain Man,1988,4.125280374596834,122159
The Burning Bed,1984,3.7937140327578573,2260
Suspect,1987,3.50493632851624,6990
Death Warrant,1990,3.333986671893375,2552
Hard to Kill,1990,3.0837596344042018,14662
